Epoch,Loss
1,252.23984895833334
2,188.3624164876302
3,155.57269689127605
4,140.0838407877604
5,131.3434530110677
6,125.61547919921875
7,121.39513776041667
8,118.05765846354167
9,115.48664357096354
10,113.01183763020833
11,111.10007236328126
12,109.50912711588542
13,108.14876500651042
14,107.07849111328125
15,106.07683040364583
16,105.22712146809896
17,104.447937890625
18,103.82397018229166
19,103.2901647298177
20,102.68076411132813
21,102.20596241861979
22,101.64668403320313
23,101.35486341145834
24,100.97315758463542
25,100.50525947265625
26,100.15377130533854
27,99.86429938151042
28,99.47485152994791
29,99.19455377604167
30,99.01374544270833
31,98.65752602539062
32,98.42326160481771
33,98.15090512695312
34,97.93873697916666
35,97.79400076497396
36,97.49257552083333
37,97.29764689127605
38,97.10149567057292
39,96.89094689127604
40,96.6771197265625
41,96.55321676432291
42,96.38226303710937
43,96.31585021158854
44,96.06297202148437
45,95.90255222981772
46,95.75952317708334
47,95.58858025716145
48,95.53662848307292
49,95.43236780598959
50,95.25228238932291
51,95.08930130208333
52,94.93931331380209
53,94.90550634765626
54,94.794474609375
55,94.62905502929688
56,94.56701101888021
57,94.43031596679687
58,94.40300014648437
59,94.22486707356771
60,94.18827845052083
61,94.08158854166666
62,93.93970447591146
63,93.87373439127605
64,93.78836399739583
65,93.73632548828125
66,93.70231103515626
67,93.54074410807291
68,93.46304812825521
69,93.37857493489584
70,93.3451662109375
71,93.24192333984375
72,93.17357366536459
73,93.1591078938802
74,93.09800358072917
75,93.04213893229166
76,92.90627797851562
77,92.89157306315104
78,92.75818959960938
79,92.76153754882813
80,92.70524195963542
81,92.63946484375
82,92.48591139322917
83,92.5442154296875
84,92.37801733398437
85,92.42097584635417
86,92.31449988606771
87,92.33268732096354
88,92.21155078125
89,92.2202900390625
90,92.16275810546875
91,92.07451278483073
92,92.00751962890625
93,91.95245631510417
94,91.94137709960937
95,91.93574233398438
96,91.8422802734375
97,91.81286635742188
98,91.8073467610677
99,91.72324692382813
100,91.68811735026041
101,91.05483899739583
102,90.89292760416667
103,90.90424791666666
104,90.90624951171876
105,90.89229197591146
106,90.88994130859375
107,90.85925592447917
108,90.86097858072917
109,90.84918177083334
110,90.83735405273437
111,90.83910437825521
112,90.8412349609375
113,90.81593186848959
114,90.78835244140625
115,90.79456608072917
116,90.81057937825521
117,90.77118087565104
118,90.78632584635416
119,90.7853979654948
120,90.79866671549479
121,90.75484523111979
122,90.74226678059895
123,90.73969337565104
124,90.72811875
125,90.73848720703126
126,90.74426140950521
127,90.73369853515625
128,90.70805151367188
129,90.71607177734376
130,90.69758232421874
131,90.69757919921875
132,90.69915537109375
133,90.67270110677083
134,90.67547356770834
135,90.66698603515626
136,90.64705418294271
137,90.66714781901041
138,90.66155662434896
139,90.6360095703125
140,90.6377147298177
141,90.64029611002604
142,90.62880434570313
143,90.60939138997396
