Epoch,Loss
1,284.4267361979167
2,214.96856354166667
3,186.9328176106771
4,164.652858203125
5,150.89055004882812
6,142.46993849283854
7,135.26735263671875
8,129.7301760091146
9,125.88606744791667
10,122.9673991048177
11,120.82447830403646
12,118.39501832682292
13,116.4084123046875
14,114.90785808919271
15,113.5407780436198
16,112.40434391276041
17,111.37881010742187
18,110.43619205729166
19,109.68705375976562
20,109.02072740885417
21,108.12953754882813
22,107.49658045247396
23,106.71416028645834
24,106.19437958984375
25,105.7233260904948
26,105.12489978841145
27,104.65789959309896
28,104.20253792317709
29,103.82134064127604
30,103.43248388671876
31,103.07577679036459
32,102.65887587890624
33,102.3346344889323
34,102.07984311523437
35,101.7804780436198
36,101.46944770507812
37,101.14674983723958
38,100.90891907552083
39,100.63643583984376
40,100.4534688313802
41,100.16010224609374
42,99.96337869466146
43,99.78802561848958
44,99.52640361328125
45,99.37851598307292
46,99.1512690592448
47,98.99206463216146
48,98.81955590820313
49,98.66088061523438
50,98.45680927734375
51,98.35849788411458
52,98.17756189778646
53,98.01495568033855
54,97.88887693684896
55,97.83137303059895
56,97.64350834960938
57,97.5109380859375
58,97.38824807942709
59,97.26172506510417
60,97.15172571614583
61,97.10231489257812
62,96.93540319010417
63,96.87176873372395
64,96.72684622395833
65,96.59562141927083
66,96.52163317057291
67,96.47085472005209
68,96.38733557942709
69,96.26868020833334
70,96.1819448404948
71,96.12394158528646
72,96.02864908854167
73,95.89345862630208
74,95.91449052734374
75,95.74130100911458
76,95.70887620442709
77,95.58247506510416
78,95.57328079427083
79,95.44835913085937
80,95.43822784830729
81,95.34223291015626
82,95.27747018229167
83,95.22885367838542
84,95.15112592773437
85,95.05729508463541
86,94.99611598307291
87,94.96631959635417
88,94.92133092447916
89,94.84650932617187
90,94.79152661132812
91,94.67180359700521
92,94.65294622395834
93,94.55654923502604
94,94.58419956054688
95,94.53233185221355
96,94.39935478515625
97,94.33080540364584
98,94.30319510091145
99,94.20227169596355
100,94.24797189127604
101,94.17586669921874
102,94.15020348307291
103,94.15161741536458
104,94.03163009440104
105,93.98352722981771
106,93.92536163736979
107,93.88799544270833
108,93.80005003255208
109,93.85362841796875
110,93.76117137044271
111,93.73118271484375
112,93.68886617838541
113,93.65098904622396
114,93.53164811197917
115,93.49989996744792
116,93.44608307291666
